country,quarter,year,GDP_YoY,CPI_YoY,FX_YoY,EX_YoY,ENSO,PRITHVI_MOISTURE_STD,PRITHVI_HEAT_STD
BRA,1/1/2006,2006,0,0,0,0,-1.09207519805912,-0.0348027971260718,-0.0616386942066427
BRA,4/1/2006,2006,-0.0275936041317406,0.102046624323487,-0.000671036984974944,0.0088451925279103,-0.0904550195849522,1.4808214954781,0.309973722392296
BRA,7/1/2006,2006,0.509731296327563,0.0744635998733574,-0.0377498891184892,0.101643047810474,-1.31062482996512,-1.13845826827037,-0.290957672339376
BRA,10/1/2006,2006,-0.109961031950406,0.0127850559485765,0.0654012776309989,0.243733467325257,0.292158314473098,0.577349168324209,0.308126673589433
BRA,1/1/2007,2007,0.250081309556542,-0.119668396479449,0.0173546297650719,0.112072139780164,0.608044939576889,1.69952832462861,-0.305660928645237
BRA,4/1/2007,2007,0.985595021118407,-0.209109781761105,0.170046769718501,0.106837967365347,-0.109866941019994,0.888118714240995,0.104917345853986
BRA,7/1/2007,2007,1.06391002800557,-0.202996495663835,0.163431484582469,-0.0300518319150033,0.0811873523801913,0.0480195763221843,1.16220761298267
BRA,10/1/2007,2007,0.864626760273775,-0.189492480620784,0.104723151820029,0.12855246791524,1.0497142458771,0.342235962210926,-0.0321564938243895
BRA,1/1/2008,2008,0.80713936469215,-0.222971160476894,0.21334981390138,-0.155834759686629,0.57287457976966,-1.13145602535019,-0.205932997568093
BRA,4/1/2008,2008,-0.0675112267692236,-0.237273802304759,0.123742649767114,-0.206640451805187,0.537753755378363,1.12573269168489,-0.868444125351438
BRA,7/1/2008,2008,0.546775030206596,-0.367346282432962,0.059282774598451,-0.169523637350436,0.16229408948824,-1.64138954236736,-1.0628143649311
BRA,10/1/2008,2008,-0.175514959572922,-0.378898247736625,0.0618927436929987,-0.0368957382163089,1.64020094313375,0.420762681058264,-0.803402224855363
BRA,1/1/2009,2009,0.178256291458626,-0.222339777720271,0.202913822092351,-0.0328438418939617,-0.667305085832959,0.248036516146096,0.0461248522970599
BRA,4/1/2009,2009,0.256916726136283,-0.0276447981881068,-0.107425753168162,0.0592191866024864,0.259573694820744,0.775812655628314,0.174285858282617
BRA,7/1/2009,2009,0.351303257314348,-0.0407588775678063,-0.27771582935042,0.0253525197976819,0.976932008943824,0.233900046091581,0.115253741301912
BRA,10/1/2009,2009,0.320803683264059,-0.00117280801208949,-0.252286353021077,0.00649986866372279,1.26325137099202,0.542428510391514,-0.619129766400209
BRA,1/1/2010,2010,0.566582309894035,0.121408963218503,-0.334517249724555,-0.0559078484831196,2.0251421646529,0.559822181641149,-0.492697375805712
BRA,4/1/2010,2010,0.625647345452257,-0.0149172515051075,-0.152866409196151,0.0643548366901222,-0.547427382189984,-2.32999934723626,0.32689746610117
BRA,7/1/2010,2010,-0.789223191313014,-0.05752781392132,-0.10392564098003,0.094680856455007,0.151415362703327,1.41110656062863,-1.63418817385736
BRA,10/1/2010,2010,0.0107692811298838,0.0113038035167444,-0.0329271505263956,0.0789225048120425,0.40444901322643,-0.872674770871554,0.879209844437897
BRA,1/1/2011,2011,-0.511838342751746,0.0289791912002884,-0.0643913406902373,0.0834957578164696,0.697932141251536,-0.451843902003994,0.0342117238441162
BRA,4/1/2011,2011,-0.611963527818701,-0.0290688342838442,-0.0919666457589211,0.113482334951871,0.660066922029564,-0.531201995465949,0.848667105976953
BRA,7/1/2011,2011,-0.684219312818183,-0.0612112148092443,-0.109502946302646,-0.223446364403479,1.78267843699758,0.733968953937009,-0.973448086836319
BRA,10/1/2011,2011,-0.175341099116261,-0.0598211816838724,-0.129967437210478,-0.224932418224656,0.946982237897115,0.173738983619403,-0.356182828848363
BRA,1/1/2012,2012,0.150953196291219,-0.188660221572559,-0.328504187979662,-0.169905759341289,0.364379671975581,1.30250150901668,1.6657108960098
BRA,4/1/2012,2012,0.987160514212991,-0.12480517562258,-0.157172316661282,-0.0997536200460614,-0.738257842626394,-1.83774338119922,-1.1656435727103
BRA,7/1/2012,2012,-0.21723443556091,-0.348990638090067,-0.104621259733633,0.00397423646125777,-1.02774649216995,0.376353016338033,0.234276411628846
BRA,10/1/2012,2012,0.122427344226848,-0.418361852359808,-0.0976486597899408,-0.134364950349051,-0.510224373322608,2.3690663022042,0.0949309468647386
BRA,1/1/2013,2013,1.30375049711069,-0.405904971433392,0.115222419818479,-0.0860211891281179,0.263541164853052,0.550500274011577,-0.607807439362284
BRA,4/1/2013,2013,1.1077451476391,-0.197317870890773,0.0580521445883919,-0.103003600679532,1.3620629345833,0.491922945670883,-0.076954917995397
BRA,7/1/2013,2013,1.01939833813753,-0.000551430778503115,0.0684794952623129,-0.0774144320396041,-0.164128374250217,2.02414154862038,-1.27191987281859
BRA,10/1/2013,2013,1.6251525613713,0.0665494377210592,-0.0703600098963638,-0.0488575812241715,-0.221392829382254,0.573673631905229,-0.422891677307092
BRA,1/1/2014,2014,1.47963629352839,-0.0832716055293583,0.0176598361124194,0.029140784659821,-0.055959771032568,0.272490187797332,-0.610498907979028
BRA,4/1/2014,2014,1.22237555432786,-0.0436678438921355,0.0760751457766827,0.0464526399802322,0.274901823688337,-0.276356443151497,-0.596855082480089
BRA,7/1/2014,2014,0.715628096891264,-0.0146697209774395,0.0818504071241357,-0.138480705683053,-0.56071628759657,-0.760286672261903,0.112476672129557
BRA,10/1/2014,2014,0.311515958411613,0.0263115329647124,-0.104634602611463,-0.200304597528862,1.12429538187689,-0.893250989695559,1.08723599968123
BRA,1/1/2015,2015,-0.0917838032753848,0.018725400697346,-0.11728746056902,-0.10070268038552,-0.146467548995825,0.359910831304997,-0.448509695853353
BRA,4/1/2015,2015,0.274446790121995,-0.200930619537694,-0.213392501781097,-0.212177855419478,-0.680081823597335,3.0168138130759,-0.993206475242332
BRA,7/1/2015,2015,1.61154466627742,-0.279852124553717,-0.0711730848258825,-0.20965790663057,1.3831556511752,1.07704386157989,0.00224005690466353
BRA,10/1/2015,2015,1.66582472204611,-0.113252319034206,-0.096582126068177,-0.126769857998665,-0.620523527595121,0.127814653200537,0.0519965605066182
BRA,1/1/2016,2016,1.20134255763017,-0.0897922301531055,-0.0820672917425343,-0.227134071432857,1.97685059423423,-0.0421170695334464,-0.749237401206993
BRA,4/1/2016,2016,0.737150098792864,-0.287834155971834,-0.0957652586258869,-0.238393991019457,-1.03813960367321,-1.03281190029133,-1.35173536941659
BRA,7/1/2016,2016,0.121987471589909,-0.0968576526878445,-0.0869503996736152,0.0798900910662955,-0.353009412110876,0.952373477518198,0.35640997760699
BRA,10/1/2016,2016,0.525430616932635,-0.0699001049061069,-0.220752229591151,0.0433219769472635,-0.110405899713149,0.522133839427265,-0.339932917849062
BRA,1/1/2017,2017,0.707556378136382,-0.144742394853905,-0.182742272811739,-0.0304533459881123,0.777149221461423,-0.668933538120579,-1.1189087649455
BRA,4/1/2017,2017,0.247823618681729,-0.0995314339833745,-0.148908083295196,-0.0811021556251061,0.61173042841801,0.459674802048659,2.16505786163127
BRA,7/1/2017,2017,0.378678654449263,-0.109078061386495,-0.317604426210424,-0.0335176482457806,-0.681646943764183,1.62530259812577,1.62037989427398
BRA,10/1/2017,2017,1.25885251950951,-0.102728294104822,-0.194308607968674,0.0108144127252748,0.0480307963991924,0.362098176004962,-0.768133473833904
BRA,1/1/2018,2018,0.939611891405782,0.195753226927998,-0.253315186113989,0.12719152374656,0.0755364963623186,0.379647774559803,-0.457184810708631
BRA,4/1/2018,2018,0.642976413563759,0.0597443329344654,-0.351727918645808,0.102314390425245,0.349594462926729,-0.932091555036777,0.779706907752013
BRA,7/1/2018,2018,0.0816087829260961,-0.114191156868925,-0.259126666445158,0.053910774588556,-0.0932322214165785,1.34969619688722,0.282607578858818
BRA,10/1/2018,2018,0.810864167318298,-0.266502084828144,-0.183049094058139,-0.165796551190921,0.336297192042189,0.110910526621296,-0.754418460436085
BRA,1/1/2019,2019,0.782162264853574,-0.191250676340794,-0.113089002888312,-0.11861816930248,0.0551387899839248,-0.564219311559187,-1.06387599049689
BRA,4/1/2019,2019,0.418872979879123,-0.0237164791943172,-0.0970246161849093,-0.0328661949077008,-3.2176756674155,-0.0531618637505882,0.366832526498756
BRA,7/1/2019,2019,0.249137755161638,-0.108304645594981,-0.0469013524239238,-0.0422582010143952,-0.00764734612573988,-1.28921550033314,0.964625447675077
BRA,10/1/2019,2019,-0.57043209850359,-0.223526158339294,-0.167233637224676,-0.0472663818811124,-0.824219788302027,-1.393058631179,0.0555796314315083
BRA,1/1/2020,2020,-1.24465727103561,-0.115742820487852,-0.0411637592905234,-0.0631989061570617,-1.24985823052922,-1.89077744454094,1.3069110973456
BRA,4/1/2020,2020,-1.74435548898551,0.0627263584193595,-0.0888456357149753,0.0321441296771067,1.87383166169229,0.321576043970923,1.45370294454679
BRA,7/1/2020,2020,-1.14386027372423,0.0793226388364105,-0.0565324969182168,0.196555611890893,0.357010978322286,1.16588027400712,-1.07777674500809
BRA,10/1/2020,2020,-0.226592580196079,0.287893978045846,0.101229251765964,0.220485805078858,2.79775701218376,-0.621764124682659,0.684139957107903
BRA,1/1/2021,2021,-0.447286071916559,0.287722097016379,0.212965824662762,0.182103591554236,-0.60787307686281,0.162159360738651,-1.89838100493927
BRA,4/1/2021,2021,-0.359266667484067,0.324316443013696,0.120520197916223,0.0387523750327301,-0.695498554995604,1.98840709513212,-0.0973997317976994
BRA,7/1/2021,2021,0.657178587890437,0.220603003934998,0.14190057880461,-0.0498025098519969,0.905426641971182,-0.341909476077778,-0.665724116584985
BRA,10/1/2021,2021,0.303634968027045,0.248890471789627,0.0429647744935393,-0.0436470039630254,-0.572301852363037,-0.281861635129788,-0.694079393030588
BRA,1/1/2022,2022,-0.0336210447519087,-0.0132717413535315,0.108228292024397,-0.0614630823593776,-0.348936796950537,-2.01673977953787,-0.660013938733077
BRA,4/1/2022,2022,-0.919039587282526,-0.00543610305929239,0.0777579521013105,0.00671999334595759,0.501084009128574,-1.60847268952602,2.3153325773719
BRA,7/1/2022,2022,-1.26421686444447,0.0449218090494385,0.02235334005306,-0.216665171156159,-0.118952717789023,-0.954341183360195,-0.023913391456037
BRA,10/1/2022,2022,-1.25467518355887,0.222692942493004,-0.0247818335174423,-0.122997787391179,0.714087240166369,0.494612069299097,0.10668511257481
BRA,1/1/2023,2023,-0.811577805738654,0.210514280316992,-0.194004024325107,0.00647787371779827,1.116890209127,1.42108252310914,-0.371787338373216
BRA,4/1/2023,2023,-0.0618338854738024,0.0518843076600455,-0.14819700497493,0.0596520861221931,1.03270391839932,-1.87227726833118,1.48809985397245
BRA,7/1/2023,2023,-0.887528687781158,-0.0386917753374579,-0.17443905165502,-0.0420097381290658,1.50070083315932,0.474299060244134,-0.0743277338894662
BRA,10/1/2023,2023,-0.441208591459001,-0.222214268642845,-0.0881743357005318,0.0324469089801876,-1.22460089204399,0.627494720701048,-0.943719695110212
BRA,1/1/2024,2024,0.103464788037077,-0.0877649999392426,-0.120036133360587,0.220477972754017,2.39412364043699,0.186876259404612,1.28313739028534
BRA,4/1/2024,2024,0.256016033255396,-0.0129640564214872,-0.0259048423099507,0.152126387588209,-0.646731088876179,-0.334826525499363,-1.72666177209852
BRA,7/1/2024,2024,0.0296198238483073,0.0358517192839692,-0.0692470953815152,0.0281408751106287,-0.517116655593315,-0.288545809714291,-1.59038126500746
BRA,10/1/2024,2024,-0.182716141082252,0.265727635584512,0.180978340208922,0.214728580835115,-0.406347155404888,-0.553232056704109,0.366016888167057
BRA,1/1/2025,2025,-0.425584735728901,0.170271882222983,-0.0257278812959584,0.0619192135285665,-0.441432787440753,-0.873394370727195,-1.34460028239691
BRA,4/1/2025,2025,-0.732982707660293,0.0123867043041369,0.115598597332249,0.0960406510591148,-0.63389274163162,0.196938461591355,0.372441221404205
BRA,7/1/2025,2025,-0.212532046889043,-0.0646277408971748,0.235186171537904,0.0134415277730945,-1.23750323890867,0.418021498434256,-1.40062736952138
BRA,10/1/2025,2025,0.196008995545502,0.0830285147973036,0.12331063640681,-0.0783995840156586,-0.790132880138294,0.681682119989343,-0.411258629405371
CHL,1/1/2006,2006,0,0,0,0,-1.09207519805912,0.0353883645854369,-1.77217197547159
CHL,4/1/2006,2006,0.104583818876593,-0.00171488799323349,-0.143404584571844,-0.0683375562836861,-0.0904550195849522,0.199632687534142,0.0783773056124689
CHL,7/1/2006,2006,-0.0263774943090991,0.0523761280238699,-0.175638267443012,0.0072866799871183,-1.31062482996512,-0.0243857248154911,2.12416226019144
CHL,10/1/2006,2006,-0.0485974072053688,0.0810792258145696,-0.152265694946005,-0.0491386662996219,0.292158314473098,0.339343946384111,-1.28099482077761
CHL,1/1/2007,2007,0.0437744952899241,0.0220562123708102,-0.0361861816086636,-0.0750157892856699,0.608044939576889,-0.0698179112577332,-1.97931292176053
CHL,4/1/2007,2007,0.0535099341050311,-0.0653690112930856,0.0534814429785748,0.00628105173141866,-0.109866941019994,-1.13288640086952,0.51066697560683
CHL,7/1/2007,2007,-0.479152011854928,-0.0539204052433431,0.159378297491273,0.0150299732413259,0.0811873523801913,-0.601063145767871,-1.25322173628378
CHL,10/1/2007,2007,-0.621470390080575,0.0376808679317692,0.167698703709803,0.0630170885681792,1.0497142458771,1.02811106059557,-1.52326682930348
CHL,1/1/2008,2008,-0.00756936060041187,0.0450934390872634,0.273432723335337,0.2384846608058,0.57287457976966,-0.49362393096734,-0.989762783460126
CHL,4/1/2008,2008,-0.374204727354294,0.121092987222962,0.201619178677995,0.200763044161709,0.537753755378363,1.16078554108162,-1.38350060345189
CHL,7/1/2008,2008,0.234787824502653,0.0175064254362461,0.274662769505955,0.114276937128383,0.16229408948824,-0.294676813104472,-1.20746584442987
CHL,10/1/2008,2008,-0.00558990119945605,0.106497410914537,0.290261974510233,-0.105290086655728,1.64020094313375,-0.57414389581918,2.2486962451802
CHL,1/1/2009,2009,-0.198445531235712,0.161237485390321,0.188228492493926,0.00898237010991938,-0.667305085832959,0.490437765217955,0.142768683294815
CHL,4/1/2009,2009,0.152915908848947,0.260064498367334,0.196659099816691,0.0170682637465398,0.259573694820744,-1.39512758385837,-0.488269664474434
CHL,7/1/2009,2009,-0.638296340804359,0.327990983373722,0.0271343300150555,0.140498308687006,0.976932008943824,0.340120132458953,-1.06957817258362
CHL,10/1/2009,2009,-0.618910315662114,0.374750481772122,0.075874429991312,0.134412207273717,1.26325137099202,-0.34581910475669,1.15740763753106
CHL,1/1/2010,2010,-0.618783315295057,0.246172330971083,0.0334137022071311,0.106604445709478,2.0251421646529,0.326870099877775,-0.890746115780821
CHL,4/1/2010,2010,-0.319331767545131,0.119701710753583,0.27566538118598,0.13091125431551,-0.547427382189984,-0.653272604866907,-0.266188919118675
CHL,7/1/2010,2010,-0.56255843953649,0.0571623752420508,0.28398619780214,0.0773047678733795,0.151415362703327,1.92288554316081,-0.0606690020725684
CHL,10/1/2010,2010,0.725056247284149,0.177582679634841,0.263188453172257,0.11507445890869,0.40444901322643,1.31284002681683,0.233088768332776
CHL,1/1/2011,2011,1.1340963240958,0.143222556985228,0.100567054481589,-0.0675464310876213,0.697932141251536,-0.0977925107344092,-0.650071912602833
CHL,4/1/2011,2011,0.701937890485375,0.0855445462077776,0.0578888947370959,-0.0678031019657881,0.660066922029564,0.129629302425443,1.6710265921949
CHL,7/1/2011,2011,0.552484773534608,0.0486767966007574,0.0041027920819562,-0.121029498062581,1.78267843699758,0.154166866044512,0.38928960675869
CHL,10/1/2011,2011,0.356067626313522,0.0207719864802595,0.0233873837246479,-0.0255880236470355,0.946982237897115,-1.60368384675941,1.44993798384676
CHL,1/1/2012,2012,-0.603368977022172,-0.0223521025374765,-0.181271957820637,0.191741229895981,0.364379671975581,1.03545226995645,-0.286279264996399
CHL,4/1/2012,2012,0.0434170428336495,0.0853587176867053,-0.0875189909689432,0.163675781855867,-0.738257842626394,0.502732105135147,-0.360449617850093
CHL,7/1/2012,2012,0.386283215089566,0.192167723286075,-0.179412958100841,0.205378789813951,-1.02774649216995,-0.679026065368397,0.342560857178939
CHL,10/1/2012,2012,-0.0980689530784242,0.213709361062574,-0.184812281107819,0.124600329313306,-0.510224373322608,-0.355302936530682,-1.12681845817316
CHL,1/1/2013,2013,-0.167552535931726,0.232018890483505,0.0472003392916991,0.105498944082099,0.263541164853052,-0.827247417172801,2.38453958242622
CHL,4/1/2013,2013,-0.457628892408179,0.151422767997234,0.0788600212012282,0.040836899351538,1.3620629345833,-1.0361391627834,-2.1176498756051
CHL,7/1/2013,2013,-0.795385737259839,0.144604609518183,0.172362936498356,-0.0751372778092062,-0.164128374250217,0.977703449563605,0.0941934908622475
CHL,10/1/2013,2013,-0.124540094968552,0.196342564494187,0.227805889778337,-0.00872939256703757,-0.221392829382254,-1.19353771260086,-0.128669191201284
CHL,1/1/2014,2014,-0.91285167126768,0.183444083650741,-0.0600280584622641,-0.1139464587914,-0.055959771032568,-1.38509872418487,1.26837237583317
CHL,4/1/2014,2014,-1.30024047224587,0.3986258682159,-0.0732846727802084,-0.0343753054962923,0.274901823688337,-0.27067356148819,-0.891077227576305
CHL,7/1/2014,2014,-1.04870385613652,0.3130698396935,-0.0148831735695415,0.134872295284565,-0.56071628759657,0.248895919750528,0.212471850942422
CHL,10/1/2014,2014,-0.51188441623678,0.158534360420113,0.00703354605343522,0.145198716246127,1.12429538187689,0.457217836726811,-0.877015254569038
CHL,1/1/2015,2015,-0.0811549823685565,0.118494678729575,0.165649378817682,0.0161561955332554,-0.146467548995825,0.555759894122788,-0.606644663518524
CHL,4/1/2015,2015,0.343335978019384,0.183072073700241,0.020218401144487,0.0841461593671499,-0.680081823597335,0.525223737747372,2.23764159577584
CHL,7/1/2015,2015,0.528045614650726,0.410059207411502,0.0327597665811065,-0.0581584730493341,1.3831556511752,-0.314496719656451,-2.52353422784031
CHL,10/1/2015,2015,0.140928935859565,0.293847780653246,0.0329328278712399,-0.340570231279008,-0.620523527595121,0.842191334519057,1.38493671047672
CHL,1/1/2016,2016,0.659329524978907,0.117795449581489,0.175708475587143,-0.35946092368919,1.97685059423423,-0.555622083312003,1.4140843985913
CHL,4/1/2016,2016,0.0774363318864118,0.281695124307674,-0.0862603591187342,-0.288477657312124,-1.03813960367321,-1.50693374094428,-1.5646936477351
CHL,7/1/2016,2016,-0.878523557083489,0.177491724997632,-0.171871649982521,-0.180434155324566,-0.353009412110876,-0.58956118702682,0.162526234270218
CHL,10/1/2016,2016,-0.896493346706335,-0.110535037335526,-0.0609021381803929,-0.0603403673953852,-0.110405899713149,0.214466487053525,0.454006987293849
CHL,1/1/2017,2017,-0.483721029351772,0.00798044538157189,0.111278938289401,-0.231537178213675,0.777149221461423,-0.0249016706833695,0.676108445081486
CHL,4/1/2017,2017,-0.388704193959021,-0.0100903719491948,-0.081776900530493,-0.108584050736712,0.61173042841801,-2.0524570861354,1.46958376917428
CHL,7/1/2017,2017,-1.49760992553545,0.0469296969228464,-0.170462229611597,-0.0645351050628332,-0.681646943764183,-0.771518659674686,1.62970683414836
CHL,10/1/2017,2017,-1.51750439723121,0.0594512916802704,-0.127617591929889,0.0463223339198578,0.0480307963991924,-0.367459958953668,1.11637103422325
CHL,1/1/2018,2018,-1.36207400447082,-0.149287305636051,0.052135790531145,-0.12798815924761,0.0755364963623186,0.221151102080776,-1.72572860919853
CHL,4/1/2018,2018,-0.770887713031326,0.113850217326731,0.0838560929540812,-0.0509821424049642,0.349594462926729,0.898158180135626,2.20613737688325
CHL,7/1/2018,2018,-0.0702723115948737,-0.0768920938927436,0.211097701496781,0.187894292179574,-0.0932322214165785,0.51696913368321,-0.669451452527059
CHL,10/1/2018,2018,0.270185488289219,-0.226122779011323,0.218334196025954,0.1320154778192,0.336297192042189,0.554223302926741,0.409438178768688
CHL,1/1/2019,2019,0.621222349893375,-0.179679120409884,0.120452577076292,0.182106074064235,0.0551387899839248,0.579757826835945,-1.70631106016059
CHL,4/1/2019,2019,0.746993650172232,0.101992730656129,0.128578716764397,0.0337401223355775,-3.2176756674155,0.264422772563257,-1.75102516975807
CHL,7/1/2019,2019,0.691566230230534,-0.111917306274012,0.254501378431087,-0.0617630276548346,-0.00764734612573988,0.263022406165934,-0.843681865312578
CHL,10/1/2019,2019,0.616010827327226,0.0804898870839225,0.116027608250759,-0.0608717143317648,-0.824219788302027,0.237128468580849,1.86004382346553
CHL,1/1/2020,2020,0.561785202860456,0.00619813753364359,0.271857883388431,-0.198171058651215,-1.24985823052922,0.414091448021984,-0.484231210452105
CHL,4/1/2020,2020,0.716806084837646,0.126132760075998,0.176604070949551,-0.160068912983656,1.87383166169229,-2.11077478137376,-0.65408165560134
CHL,7/1/2020,2020,-0.720722270535857,-0.0958241110030176,-0.00994586122301046,-0.166472312240719,0.357010978322286,-0.560692097741666,-0.152461881219256
CHL,10/1/2020,2020,-0.818797824373179,-0.15708059582002,0.136836532031395,-0.168445948372816,2.79775701218376,0.586070627013099,0.037313535016665
CHL,1/1/2021,2021,-0.260875102384314,-0.0216545714214614,-0.0361906116987832,-0.164557048120252,-0.60787307686281,2.11608908805704,-0.0487243378662179
CHL,4/1/2021,2021,0.83341722877485,0.0022361419612665,-0.0287409762318578,-0.225429264261035,-0.695498554995604,1.2560467441917,0.548939453208359
CHL,7/1/2021,2021,1.25796831046215,0.147559714139497,0.0273056271018999,-0.0537745466700069,0.905426641971182,-0.188270167711494,-0.536368683242775
CHL,10/1/2021,2021,0.915273809127914,0.143424407711916,0.0776363045629953,0.0209871881924664,-0.572301852363037,-1.16803997274079,0.0925064568258812
CHL,1/1/2022,2022,0.219485031790801,0.0208459404817953,-0.0462717822063363,0.0326147714020721,-0.348936796950537,-1.11051923447979,-1.21305507929002
CHL,4/1/2022,2022,-0.139692776722229,-0.0582973453323815,-0.128393529708098,0.0725978335665205,0.501084009128574,-0.973587410653266,-1.04647835347343
CHL,7/1/2022,2022,-0.64560609040352,0.0912371162584176,-0.0557528806680836,-0.12275641000786,-0.118952717789023,-0.933086692960477,0.663136741901461
